20088983	ftxia.brands.banner.get	2016-05-04 00:48:28
20088983	ftxia.brands.banner.get	2016-05-04 01:01:08
20088983	ftxia.brands.banner.get	2016-05-04 03:24:30
20088983	ftxia.brands.banner.get	2016-05-04 04:49:22
20088983	ftxia.brands.banner.get	2016-05-04 05:10:29
20088983	ftxia.brands.list.get	2016-05-04 06:51:12
20088983	ftxia.brands.list.get	2016-05-04 06:51:14
20088983	ftxia.brands.list.get	2016-05-04 06:51:18
20088983	ftxia.brands.banner.get	2016-05-04 07:27:44
20088983	ftxia.brands.banner.get	2016-05-04 08:03:24
20088983	ftxia.brands.banner.get	2016-05-04 09:09:24
20088983	ftxia.brands.banner.get	2016-05-04 10:10:53
20088983	ftxia.brands.banner.get	2016-05-04 12:06:42
20088983	ftxia.brands.banner.get	2016-05-04 13:17:33
20088983	ftxia.brands.banner.get	2016-05-04 13:17:33
20088983	ftxia.brands.list.get	2016-05-04 13:18:52
20088983	ftxia.ju.lists.get	2016-05-04 13:18:54
20088983	ftxia.ju.lists.get	2016-05-04 13:18:58
20088983	ftxia.ju.lists.get	2016-05-04 13:19:01
20088983	ftxia.ju.lists.get	2016-05-04 13:19:03
20088983	ftxia.ju.lists.get	2016-05-04 13:19:06
20088983	ftxia.ju.lists.get	2016-05-04 13:19:22
20088983	ftxia.ju.lists.get	2016-05-04 13:19:23
20088983	ftxia.ju.lists.get	2016-05-04 13:19:25
20088983	ftxia.ju.lists.get	2016-05-04 13:19:27
20088983	ftxia.ju.lists.get	2016-05-04 13:19:31
20088983	ftxia.ju.lists.get	2016-05-04 13:19:34
20088983	ftxia.brands.banner.get	2016-05-04 14:37:50
20088983	ftxia.brands.banner.get	2016-05-04 15:06:21
20088983	ftxia.brands.banner.get	2016-05-04 16:00:10
20088983	ftxia.brands.banner.get	2016-05-04 17:09:17
20088983	ftxia.brands.banner.get	2016-05-04 18:28:48
20088983	ftxia.brands.banner.get	2016-05-04 19:18:31
20088983	ftxia.brands.banner.get	2016-05-04 20:05:32
20088983	ftxia.brands.banner.get	2016-05-04 21:04:51
20088983	ftxia.brands.banner.get	2016-05-04 23:13:57
20088983	ftxia.brands.banner.get	2016-05-04 23:13:57
20088983	ftxia.brands.list.get	2016-05-04 23:19:17
20088983	ftxia.quan.list.get	2016-05-04 23:19:18
20088983	ftxia.ju.lists.get	2016-05-04 23:20:18
20088983	ftxia.quan.list.get	2016-05-04 23:23:09
20088983	ftxia.ju.lists.get	2016-05-04 23:24:17
20088983	ftxia.ju.lists.get	2016-05-04 23:24:51
20088983	ftxia.ju.lists.get	2016-05-04 23:24:57
20088983	ftxia.ju.lists.get	2016-05-04 23:25:06
20088983	ftxia.ju.lists.get	2016-05-04 23:25:10
20088983	ftxia.ju.lists.get	2016-05-04 23:25:13
20088983	ftxia.ju.lists.get	2016-05-04 23:25:17
20088983	ftxia.brands.list.get	2016-05-04 23:26:13
